sym,sym href,slw,sl,svelte-eurwtr
TRMD,https://stockanalysis.com/stocks/trmd/,TORM plc,Oil & Gas Midstream,3.61B
TRMK,https://stockanalysis.com/stocks/trmk/,Trustmark Corporation,Banks - Regional,1.93B
TRML,https://stockanalysis.com/stocks/trml/,"Tourmaline Bio, Inc.",Biotechnology,373.34M
TRN,https://stockanalysis.com/stocks/trn/,"Trinity Industries, Inc.",Railroads,2.65B
TRNO,https://stockanalysis.com/stocks/trno/,Terreno Realty Corporation,REIT - Industrial,6.67B
TRNR,https://stockanalysis.com/stocks/trnr/,Interactive Strength Inc.,Personal Services,1.73M
TRNS,https://stockanalysis.com/stocks/trns/,"Transcat, Inc.",Industrial Distribution,1.12B
TROO,https://stockanalysis.com/stocks/troo/,"TROOPS, Inc.",Software - Application,470.40M
TROW,https://stockanalysis.com/stocks/trow/,"T. Rowe Price Group, Inc.",Asset Management,24.39B
TROX,https://stockanalysis.com/stocks/trox/,Tronox Holdings plc,Chemicals,2.16B
TRP,https://stockanalysis.com/stocks/trp/,TC Energy Corporation,Oil & Gas Midstream,46.12B
TRS,https://stockanalysis.com/stocks/trs/,TriMas Corporation,Packaging & Containers,979.60M
TRSG,https://stockanalysis.com/stocks/trsg/,Tungray Technologies Inc.,Metal Fabrication,42.03M
TRST,https://stockanalysis.com/stocks/trst/,TrustCo Bank Corp NY,Banks - Regional,629.44M
TRT,https://stockanalysis.com/stocks/trt/,Trio-Tech International,Semiconductor Equipment & Materials,22.79M
TRTX,https://stockanalysis.com/stocks/trtx/,"TPG RE Finance Trust, Inc.",REIT - Mortgage,696.79M
TRU,https://stockanalysis.com/stocks/tru/,TransUnion,Financial Data & Stock Exchanges,18.27B
TRUE,https://stockanalysis.com/stocks/true/,"TrueCar, Inc.",Internet Content & Information,256.31M
TRUG,https://stockanalysis.com/stocks/trug/,"TruGolf Holdings, Inc.",Electronic Gaming & Multimedia,18.42M
TRUP,https://stockanalysis.com/stocks/trup/,"Trupanion, Inc.",Insurance - Specialty,1.93B
TRV,https://stockanalysis.com/stocks/trv/,"The Travelers Companies, Inc.",Insurance - Property & Casualty,49.44B
TRVG,https://stockanalysis.com/stocks/trvg/,trivago N.V.,Internet Content & Information,140.45M
TRVI,https://stockanalysis.com/stocks/trvi/,"Trevi Therapeutics, Inc.",Biotechnology,203.98M
TRVN,https://stockanalysis.com/stocks/trvn/,"Trevena, Inc.",Biotechnology,3.81M
TRX,https://stockanalysis.com/stocks/trx/,TRX Gold Corporation,Gold,111.12M
TS,https://stockanalysis.com/stocks/ts/,Tenaris S.A.,Oil & Gas Equipment & Services,15.56B
TSAT,https://stockanalysis.com/stocks/tsat/,Telesat Corporation,Communication Equipment,130.81M
TSBK,https://stockanalysis.com/stocks/tsbk/,"Timberland Bancorp, Inc.",Banks - Regional,238.98M
TSBX,https://stockanalysis.com/stocks/tsbx/,Turnstone Biologics Corp.,Biotechnology,18.29M
TSCO,https://stockanalysis.com/stocks/tsco/,Tractor Supply Company,Specialty Retail,28.87B
TSE,https://stockanalysis.com/stocks/tse/,Trinseo PLC,Specialty Chemicals,119.50M
TSEM,https://stockanalysis.com/stocks/tsem/,Tower Semiconductor Ltd.,Semiconductors,4.55B
TSHA,https://stockanalysis.com/stocks/tsha/,"Taysha Gene Therapies, Inc.",Biotechnology,463.17M
TSLA,https://stockanalysis.com/stocks/tsla/,"Tesla, Inc.",Auto Manufacturers,713.27B
TSLX,https://stockanalysis.com/stocks/tslx/,"Sixth Street Specialty Lending, Inc.",Asset Management,1.93B
TSM,https://stockanalysis.com/stocks/tsm/,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,778.01B
TSN,https://stockanalysis.com/stocks/tsn/,"Tyson Foods, Inc.",Farm Products,22.53B
TSQ,https://stockanalysis.com/stocks/tsq/,"Townsquare Media, Inc.",Advertising Agencies,163.48M
TSVT,https://stockanalysis.com/stocks/tsvt/,"2seventy bio, Inc.",Biotechnology,243.07M
TT,https://stockanalysis.com/stocks/tt/,Trane Technologies plc,Building Products & Equipment,79.36B
TTC,https://stockanalysis.com/stocks/ttc/,The Toro Company,Tools & Accessories,9.43B
TTD,https://stockanalysis.com/stocks/ttd/,"The Trade Desk, Inc.",Software - Application,51.30B
TTE,https://stockanalysis.com/stocks/tte/,TotalEnergies SE,Oil & Gas Integrated,159.20B
TTEC,https://stockanalysis.com/stocks/ttec/,"TTEC Holdings, Inc.",Information Technology Services,198.77M
TTEK,https://stockanalysis.com/stocks/ttek/,"Tetra Tech, Inc.",Engineering & Construction,12.57B
TTGT,https://stockanalysis.com/stocks/ttgt/,"TechTarget, Inc.",Internet Content & Information,754.89M
TTI,https://stockanalysis.com/stocks/tti/,"TETRA Technologies, Inc.",Oil & Gas Equipment & Services,415.38M
TTMI,https://stockanalysis.com/stocks/ttmi/,"TTM Technologies, Inc.",Electronic Components,2.01B
TTNP,https://stockanalysis.com/stocks/ttnp/,"Titan Pharmaceuticals, Inc.",Biotechnology,7.41M
TTOO,https://stockanalysis.com/stocks/ttoo/,"T2 Biosystems, Inc.",Diagnostics & Research,59.96M
TTSH,https://stockanalysis.com/stocks/ttsh/,"Tile Shop Holdings, Inc.",Home Improvement Retail,265.22M
TTWO,https://stockanalysis.com/stocks/ttwo/,"Take-Two Interactive Software, Inc.",Electronic Gaming & Multimedia,28.06B
TU,https://stockanalysis.com/stocks/tu/,TELUS Corporation,Telecom Services,23.72B
TUP,https://stockanalysis.com/stocks/tup/,Tupperware Brands Corporation,Packaging & Containers,55.37M
TURB,https://stockanalysis.com/stocks/turb/,"Turbo Energy, S.A.",Solar,15.75M
TURN,https://stockanalysis.com/stocks/turn/,180 Degree Capital Corp.,Asset Management,34.00M
TUSK,https://stockanalysis.com/stocks/tusk/,"Mammoth Energy Services, Inc.",Conglomerates,179.03M
TUYA,https://stockanalysis.com/stocks/tuya/,Tuya Inc.,Software - Infrastructure,892.12M
TV,https://stockanalysis.com/stocks/tv/,"Grupo Televisa, S.A.B.",Telecom Services,1.09B
TVGN,https://stockanalysis.com/stocks/tvgn/,Tevogen Bio Holdings Inc.,Biotechnology,105.46M
TVTX,https://stockanalysis.com/stocks/tvtx/,"Travere Therapeutics, Inc.",Biotechnology,664.71M
TW,https://stockanalysis.com/stocks/tw/,Tradeweb Markets Inc.,Capital Markets,24.80B
TWFG,https://stockanalysis.com/stocks/twfg/,"TWFG, Inc.",Insurance - Diversified,377.85M
TWG,https://stockanalysis.com/stocks/twg/,Top Wealth Group Holding Limited,Food Distribution,23.20M
TWI,https://stockanalysis.com/stocks/twi/,"Titan International, Inc.",Farm & Heavy Construction Machinery,566.45M
TWIN,https://stockanalysis.com/stocks/twin/,"Twin Disc, Incorporated",Specialty Industrial Machinery,178.42M
TWKS,https://stockanalysis.com/stocks/twks/,"Thoughtworks Holding, Inc.",Information Technology Services,1.41B
TWLO,https://stockanalysis.com/stocks/twlo/,Twilio Inc.,Software - Infrastructure,9.52B
TWO,https://stockanalysis.com/stocks/two/,Two Harbors Investment Corp.,REIT - Mortgage,1.42B
TWST,https://stockanalysis.com/stocks/twst/,Twist Bioscience Corporation,Diagnostics & Research,2.59B
TX,https://stockanalysis.com/stocks/tx/,Ternium S.A.,Steel,6.82B
TXG,https://stockanalysis.com/stocks/txg/,"10x Genomics, Inc.",Health Information Services,2.77B
TXMD,https://stockanalysis.com/stocks/txmd/,"TherapeuticsMD, Inc.",Drug Manufacturers - Specialty & Generic,19.43M
TXN,https://stockanalysis.com/stocks/txn/,Texas Instruments Incorporated,Semiconductors,190.25B
TXNM,https://stockanalysis.com/stocks/txnm/,"TXNM Energy, Inc.",Utilities - Regulated Electric,3.68B
TXO,https://stockanalysis.com/stocks/txo/,"TXO Partners, L.P.",Oil & Gas Exploration & Production,749.06M
TXRH,https://stockanalysis.com/stocks/txrh/,"Texas Roadhouse, Inc.",Restaurants,11.31B
TXT,https://stockanalysis.com/stocks/txt/,Textron Inc.,Aerospace & Defense,16.61B
TYG,https://stockanalysis.com/stocks/tyg/,Tortoise Energy Infrastructure Corporation,Asset Management,430.72M
TYGO,https://stockanalysis.com/stocks/tygo/,"Tigo Energy, Inc.",Solar,70.76M
TYL,https://stockanalysis.com/stocks/tyl/,"Tyler Technologies, Inc.",Software - Application,24.80B
TYRA,https://stockanalysis.com/stocks/tyra/,"Tyra Biosciences, Inc.",Biotechnology,1.20B
TZOO,https://stockanalysis.com/stocks/tzoo/,Travelzoo,Advertising Agencies,149.69M
U,https://stockanalysis.com/stocks/u/,Unity Software Inc.,Software - Application,6.87B
UA,https://stockanalysis.com/stocks/ua/,"Under Armour, Inc.",Apparel Manufacturing,3.57B
UAA,https://stockanalysis.com/stocks/uaa/,"Under Armour, Inc.",Apparel Manufacturing,3.63B
UAL,https://stockanalysis.com/stocks/ual/,"United Airlines Holdings, Inc.",Airlines,13.81B
UAMY,https://stockanalysis.com/stocks/uamy/,United States Antimony Corporation,Other Industrial Metals & Mining,77.65M
UAN,https://stockanalysis.com/stocks/uan/,"CVR Partners, LP",Agricultural Inputs,748.22M
UAVS,https://stockanalysis.com/stocks/uavs/,"AgEagle Aerial Systems, Inc.",Computer Hardware,6.15M
UBCP,https://stockanalysis.com/stocks/ubcp/,"United Bancorp, Inc.",Banks - Regional,68.44M
UBER,https://stockanalysis.com/stocks/uber/,"Uber Technologies, Inc.",Software - Application,154.38B
UBFO,https://stockanalysis.com/stocks/ubfo/,United Security Bancshares,Banks - Regional,136.33M
UBS,https://stockanalysis.com/stocks/ubs/,UBS Group AG,Banks - Diversified,97.81B
UBSI,https://stockanalysis.com/stocks/ubsi/,"United Bankshares, Inc.",Banks - Regional,4.94B
UBX,https://stockanalysis.com/stocks/ubx/,"Unity Biotechnology, Inc.",Biotechnology,25.78M
UBXG,https://stockanalysis.com/stocks/ubxg/,U-BX Technology Ltd.,Software - Infrastructure,926.10M
UCAR,https://stockanalysis.com/stocks/ucar/,U Power Limited,Auto & Truck Dealerships,21.96M
UCB,https://stockanalysis.com/stocks/ucb/,"United Community Banks, Inc.",Banks - Regional,3.45B
UCL,https://stockanalysis.com/stocks/ucl/,uCloudlink Group Inc.,Telecom Services,49.86M
UCTT,https://stockanalysis.com/stocks/uctt/,"Ultra Clean Holdings, Inc.",Semiconductor Equipment & Materials,1.77B
UDMY,https://stockanalysis.com/stocks/udmy/,"Udemy, Inc.",Education & Training Services,1.24B
UDR,https://stockanalysis.com/stocks/udr/,"UDR, Inc.",REIT - Residential,13.98B
UE,https://stockanalysis.com/stocks/ue/,Urban Edge Properties,REIT - Retail,2.45B
UEC,https://stockanalysis.com/stocks/uec/,Uranium Energy Corp.,Uranium,2.07B
UEIC,https://stockanalysis.com/stocks/ueic/,Universal Electronics Inc.,Consumer Electronics,111.24M
UFCS,https://stockanalysis.com/stocks/ufcs/,"United Fire Group, Inc.",Insurance - Property & Casualty,504.19M
UFI,https://stockanalysis.com/stocks/ufi/,"Unifi, Inc.",Textile Manufacturing,106.77M
UFPI,https://stockanalysis.com/stocks/ufpi/,"UFP Industries, Inc.",Lumber & Wood Production,7.34B
UFPT,https://stockanalysis.com/stocks/ufpt/,"UFP Technologies, Inc.",Medical Devices,2.50B
UG,https://stockanalysis.com/stocks/ug/,"United-Guardian, Inc.",Household & Personal Products,60.69M
UGI,https://stockanalysis.com/stocks/ugi/,UGI Corporation,Utilities - Regulated Gas,5.28B
UGP,https://stockanalysis.com/stocks/ugp/,Ultrapar Participações S.A.,Oil & Gas Refining & Marketing,4.71B
UGRO,https://stockanalysis.com/stocks/ugro/,"urban-gro, Inc.",Farm & Heavy Construction Machinery,18.48M
UHAL,https://stockanalysis.com/stocks/uhal/,U-Haul Holding Company,Rental & Leasing Services,13.67B
UHAL.B,https://stockanalysis.com/stocks/uhal.b/,U-Haul Holding Company,Rental & Leasing Services,13.15B
UHG,https://stockanalysis.com/stocks/uhg/,"United Homes Group, Inc.",Residential Construction,300.92M
UHS,https://stockanalysis.com/stocks/uhs/,"Universal Health Services, Inc.",Medical Care Facilities,15.20B
UHT,https://stockanalysis.com/stocks/uht/,Universal Health Realty Income Trust,REIT - Healthcare Facilities,603.95M
UI,https://stockanalysis.com/stocks/ui/,Ubiquiti Inc.,Communication Equipment,10.95B
UIS,https://stockanalysis.com/stocks/uis/,Unisys Corporation,Information Technology Services,379.96M
UK,https://stockanalysis.com/stocks/uk/,Ucommune International Ltd,Real Estate Services,1.17M
UL,https://stockanalysis.com/stocks/ul/,Unilever PLC,Household & Personal Products,154.02B
ULBI,https://stockanalysis.com/stocks/ulbi/,Ultralife Corporation,Electrical Equipment & Parts,173.05M
ULCC,https://stockanalysis.com/stocks/ulcc/,"Frontier Group Holdings, Inc.",Airlines,785.69M
ULH,https://stockanalysis.com/stocks/ulh/,"Universal Logistics Holdings, Inc.",Trucking,1.04B
ULS,https://stockanalysis.com/stocks/uls/,UL Solutions Inc.,Specialty Business Services,10.64B
ULTA,https://stockanalysis.com/stocks/ulta/,"Ulta Beauty, Inc.",Specialty Retail,18.18B
ULY,https://stockanalysis.com/stocks/uly/,Urgent.ly Inc.,Software - Application,12.23M
UMAC,https://stockanalysis.com/stocks/umac/,"Unusual Machines, Inc.",Shell Companies,11.13M
UMBF,https://stockanalysis.com/stocks/umbf/,UMB Financial Corporation,Banks - Regional,4.78B
UMC,https://stockanalysis.com/stocks/umc/,United Microelectronics Corporation,Semiconductors,21.97B
UMH,https://stockanalysis.com/stocks/umh/,"UMH Properties, Inc.",REIT - Residential,1.41B
UNB,https://stockanalysis.com/stocks/unb/,"Union Bankshares, Inc.",Banks - Regional,109.52M
UNCY,https://stockanalysis.com/stocks/uncy/,"Unicycive Therapeutics, Inc.",Biotechnology,35.48M
UNF,https://stockanalysis.com/stocks/unf/,UniFirst Corporation,Specialty Business Services,3.45B
UNFI,https://stockanalysis.com/stocks/unfi/,"United Natural Foods, Inc.",Food Distribution,795.12M
UNH,https://stockanalysis.com/stocks/unh/,UnitedHealth Group Incorporated,Healthcare Plans,533.80B
UNIT,https://stockanalysis.com/stocks/unit/,Uniti Group Inc.,REIT - Specialty,1.07B
UNM,https://stockanalysis.com/stocks/unm/,Unum Group,Insurance - Life,10.01B
UNP,https://stockanalysis.com/stocks/unp/,Union Pacific Corporation,Railroads,149.70B
UNTY,https://stockanalysis.com/stocks/unty/,"Unity Bancorp, Inc.",Banks - Regional,319.45M
UONE,https://stockanalysis.com/stocks/uone/,"Urban One, Inc.",Broadcasting,69.64M
UONEK,https://stockanalysis.com/stocks/uonek/,"Urban One, Inc.",Broadcasting,62.03M
UP,https://stockanalysis.com/stocks/up/,Wheels Up Experience Inc.,Airports & Air Services,1.30B
UPBD,https://stockanalysis.com/stocks/upbd/,"Upbound Group, Inc.",Software - Application,1.75B
UPC,https://stockanalysis.com/stocks/upc/,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,75.19M
UPLD,https://stockanalysis.com/stocks/upld/,"Upland Software, Inc.",Software - Application,59.17M
UPS,https://stockanalysis.com/stocks/ups/,"United Parcel Service, Inc.",Integrated Freight & Logistics,109.56B
UPST,https://stockanalysis.com/stocks/upst/,"Upstart Holdings, Inc.",Credit Services,3.64B
UPWK,https://stockanalysis.com/stocks/upwk/,Upwork Inc.,Internet Content & Information,1.28B
UPXI,https://stockanalysis.com/stocks/upxi/,"Upexi, Inc.",Internet Content & Information,4.06M
URBN,https://stockanalysis.com/stocks/urbn/,"Urban Outfitters, Inc.",Apparel Retail,3.87B
URG,https://stockanalysis.com/stocks/urg/,Ur-Energy Inc.,Uranium,391.96M
URGN,https://stockanalysis.com/stocks/urgn/,UroGen Pharma Ltd.,Biotechnology,626.24M
URI,https://stockanalysis.com/stocks/uri/,"United Rentals, Inc.",Rental & Leasing Services,47.93B
UROY,https://stockanalysis.com/stocks/uroy/,Uranium Royalty Corp.,Uranium,258.27M
USAC,https://stockanalysis.com/stocks/usac/,"USA Compression Partners, LP",Oil & Gas Equipment & Services,2.55B
USAP,https://stockanalysis.com/stocks/usap/,"Universal Stainless & Alloy Products, Inc.",Steel,371.64M
USAS,https://stockanalysis.com/stocks/usas/,Americas Gold and Silver Corporation,Other Industrial Metals & Mining,72.79M
USAU,https://stockanalysis.com/stocks/usau/,U.S. Gold Corp.,Gold,59.35M
USB,https://stockanalysis.com/stocks/usb/,U.S. Bancorp,Banks - Regional,68.19B
USCB,https://stockanalysis.com/stocks/uscb/,"USCB Financial Holdings, Inc.",Banks - Regional,282.14M
USEA,https://stockanalysis.com/stocks/usea/,United Maritime Corporation,Marine Shipping,22.80M
USEG,https://stockanalysis.com/stocks/useg/,U.S. Energy Corp.,Oil & Gas Exploration & Production,26.23M
USFD,https://stockanalysis.com/stocks/usfd/,US Foods Holding Corp.,Food Distribution,14.29B
USGO,https://stockanalysis.com/stocks/usgo/,U.S. GoldMining Inc.,Other Industrial Metals & Mining,63.85M
USIO,https://stockanalysis.com/stocks/usio/,"Usio, Inc.",Software - Infrastructure,41.04M
USLM,https://stockanalysis.com/stocks/uslm/,"United States Lime & Minerals, Inc.",Building Materials,2.24B
USM,https://stockanalysis.com/stocks/usm/,United States Cellular Corporation,Telecom Services,4.53B
USNA,https://stockanalysis.com/stocks/usna/,"USANA Health Sciences, Inc.",Packaged Foods,760.57M
USPH,https://stockanalysis.com/stocks/usph/,"U.S. Physical Therapy, Inc.",Medical Care Facilities,1.25B
UTHR,https://stockanalysis.com/stocks/uthr/,United Therapeutics Corporation,Biotechnology,15.64B
UTI,https://stockanalysis.com/stocks/uti/,"Universal Technical Institute, Inc.",Education & Training Services,937.94M
UTL,https://stockanalysis.com/stocks/utl/,Unitil Corporation,Utilities - Diversified,965.75M
UTMD,https://stockanalysis.com/stocks/utmd/,"Utah Medical Products, Inc.",Medical Instruments & Supplies,234.25M
UTSI,https://stockanalysis.com/stocks/utsi/,UTStarcom Holdings Corp.,Communication Equipment,27.08M
UTZ,https://stockanalysis.com/stocks/utz/,"Utz Brands, Inc.",Packaged Foods,1.41B
UUU,https://stockanalysis.com/stocks/uuu/,"Universal Security Instruments, Inc.",Security & Protection Services,2.78M
UUUU,https://stockanalysis.com/stocks/uuuu/,Energy Fuels Inc.,Uranium,793.87M
UVE,https://stockanalysis.com/stocks/uve/,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,587.05M
UVSP,https://stockanalysis.com/stocks/uvsp/,Univest Financial Corporation,Banks - Regional,777.12M
UVV,https://stockanalysis.com/stocks/uvv/,Universal Corporation,Tobacco,1.30B
UWMC,https://stockanalysis.com/stocks/uwmc/,UWM Holdings Corporation,Mortgage Finance,905.44M
UXIN,https://stockanalysis.com/stocks/uxin/,Uxin Limited,Auto & Truck Dealerships,317.63M
V,https://stockanalysis.com/stocks/v/,Visa Inc.,Credit Services,510.21B
VABK,https://stockanalysis.com/stocks/vabk/,Virginia National Bankshares Corporation,Banks - Regional,194.70M
VAC,https://stockanalysis.com/stocks/vac/,Marriott Vacations Worldwide Corporation,Resorts & Casinos,2.54B
VACH,https://stockanalysis.com/stocks/vach/,Voyager Acquisition Corp.,Shell Companies,307.38M
VAL,https://stockanalysis.com/stocks/val/,Valaris Limited,Oil & Gas Equipment & Services,4.40B
VALE,https://stockanalysis.com/stocks/vale/,Vale S.A.,Other Industrial Metals & Mining,44.66B
VALN,https://stockanalysis.com/stocks/valn/,Valneva SE,Biotechnology,534.99M
VALU,https://stockanalysis.com/stocks/valu/,"Value Line, Inc.",Financial Data & Stock Exchanges,399.08M
VANI,https://stockanalysis.com/stocks/vani/,"Vivani Medical, Inc.",Biotechnology,76.81M
VATE,https://stockanalysis.com/stocks/vate/,INNOVATE Corp.,Engineering & Construction,55.48M
VBFC,https://stockanalysis.com/stocks/vbfc/,Village Bank and Trust Financial Corp.,Banks - Regional,71.44M
